id;Nome_comune;Nome_scientifico;diametro;multifusto;altezza;stato;Lat;Lon
212;Bagolaro;Celtis australis;11;;2;;12.292.548.574.211.700;5.687.837.721.002.850
213;Olmo;Ulmus minor;6;;2;;12.292.574.328.534.600;5.687.840.767.034.920
302;Bagolaro;Celtis australis;7;;2;;122.925.237.352.655;5.687.821.275.217.900
219;Bagolaro;Celtis australis;23;;1;;12.292.550.787.800.000;5.687.826.046.635.760
214;Olmo;Ulmus minor;9;;2;;1.229.263.061.165.560;5.687.835.091.759.610
220;Tiglio;Tilia cordata;5;;2;;1.229.256.481.952.330;5.687.820.219.738.330
221;Tiglio;Tilia cordata;8;;2;;1.229.260.493.104.260;56.878.289.338.834.700
215;Olmo;Ulmus minor;36;;1;;12.292.693.927.179.500;5.687.833.374.572.410
297;Acero campestre;Acer campestre;15;;1;;12.292.628.282.365.700;5.687.812.278.874.050
223;Olmo;Ulmus minor;8;;2;;12.292.617.606.955.600;56.878.177.514.746.900
222;Olmo;Ulmus minor;10;;2;;12.292.632.357.820.900;56.878.249.744.157.600
224;Acero campestre;Acer campestre;19;;1;;12.292.710.344.806.000;5.687.826.763.673.060
225;Acero campestre;Acer campestre;20;;2;;12.292.769.470.706.700;5.687.832.317.697.640
226;Olmo;Ulmus minor;13;;1;;12.292.728.975.768.200;5.687.808.478.433.770
227;Acero campestre;Acer campestre;27;;1;;12.292.731.725.448.500;5.687.812.533.861.930
228;Olmo;Ulmus minor;24;;1;;12.292.768.240.276.500;5.687.820.652.114.140
229;Olmo;Ulmus minor;36;;1;;12.292.801.122.649.400;56.878.246.307.518.400
231;Olmo;Ulmus minor;14;;1;;12.292.840.695.695.700;5.687.827.814.423.160
234;Olmo;Ulmus minor;8;2F;1;;1.229.297.209.516.890;5.687.826.330.892.490
235;Olmo;Ulmus minor;9;;1;;12.292.934.635.487.000;5.687.820.743.354.390
232;Olmo;Ulmus minor;11;;1;;12.292.875.165.777.300;56.878.231.336.889.000
230;Tiglio;Tilia cordata;41;;1;;12.292.863.087.359.400;5.687.816.103.761.120
242;Bagolaro;Celtis australis;5;;2;;12.292.837.460.717.600;5.687.809.797.217.480
239;Bagolaro;Celtis australis;8;2F;2;;12.292.799.854.459.900;5.687.810.409.698.450
245;Bagolaro;Celtis australis;6;2F;2;;12.292.840.863.762.500;5.687.802.900.055.150
236;Bagolaro;Celtis australis;8;2F;1;;12.292.988.289.704.400;5.687.822.500.939.130
233;Olmo;Ulmus minor;9;;1;;12.292.983.116.046.200;5.687.815.625.626.910
241;Olmo;Ulmus minor;10;;2;;1.229.289.176.906.360;5.687.811.435.373.160
240;Tiglio;Tilia cordata;9;;2;;1.229.288.083.359.560;5.687.808.847.482.800
244;Bagolaro;Celtis australis;9;;2;;12.292.888.600.645;5.687.802.985.165.720
243;Bagolaro;Celtis australis;12;;2;;1.229.291.546.887.560;5.687.806.778.000.960
248;Olmo;Ulmus minor;15;;1;;12.292.949.074.815.800;568.780.992.079.316
237;Olmo;Ulmus minor;8;;1;;12.293.021.604.022.700;5.687.814.293.134.140
238;Acero campestre;Acer campestre;8;3F;1;;12.293.075.186.725.100;5.687.817.977.808.540
249;Tiglio;Tilia cordata;12;;1;;12.293.028.826.996.400;5.687.810.069.132.950
246;Olmo;Ulmus minor;27;;1;;1.229.293.832.592.820;56.878.025.772.826.000
247;Olmo;Ulmus minor;33;;1;;1.229.297.832.841.380;5.687.807.714.338.020
250;Olmo;Ulmus minor;10;2F;1;;1.229.308.581.524.940;5.687.812.494.477.850
251;Acero campestre;Acer campestre;6;3F;1;;12.293.139.111.375.800;5.687.814.330.964.560
252;Acero campestre;Acer campestre;5;;1;;12.293.183.771.489.600;568.781.360.077.091
256;Acero campestre;Acer campestre;10;;1;;1.229.303.122.466.470;5.687.805.545.544.800
255;Acero campestre;Acer campestre;9;;1;;1.229.297.697.158.420;56.878.023.555.128
253;Acero campestre;Acer campestre;14;;1;;12.293.182.424.501.600;5.687.810.707.336.000
258;Acero campestre;Acer campestre;8;;2;;12.293.114.222.775.600;5.687.808.230.857.220
257;Olmo;Ulmus minor;13;;1;;12.293.069.985.170.900;56.878.033.511.438.700
259;Bagolaro;Celtis australis;6;;2;;12.293.007.860.329.400;5.687.800.612.627.640
261;Olmo;Ulmus minor;26;;1;;12.292.993.324.799.200;5.687.796.581.740.310
263;Bagolaro;Celtis australis;6;;2;;1.229.307.384.161.530;5.687.796.746.326.070
274;Olmo;Ulmus minor;11;;2;;12.293.192.042.269.100;568.780.744.695.855
275;Olmo;Ulmus minor;14;2F;1;;12.293.248.355.571.900;5.687.811.494.623.630
273;Acero campestre;Acer campestre;17;;1;;12.293.267.205.490.800;5.687.808.303.163.590
272;Tiglio;Tilia cordata;24;;1;;1.229.324.190.006.030;56.878.054.091.681.800
264;Bagolaro;Celtis australis;9;;2;;12.293.166.570.928.100;5.687.801.471.613.010
254;Olmo;Ulmus minor;6;;2;;12.292.916.639.651.400;5.687.796.992.916.040
367;Frassino;Fraxinus;46;;1;;12.289.594.761.602.300;5.687.802.438.700.110
368;Nocciolo;Corylus avellana;6;10F;2;;12.289.616.263.724.200;56.877.973.296.720.200
369;Loto americano;Diospyros virginiana;28;;2;;12.289.586.602.512.400;5.687.798.931.170.590
402;Farnia;Quercus robur;48;;1;;1.228.961.378.307.370;5.687.792.397.445.000
403;Bagolaro;Celtis australis;5;;3;;12.289.572.582.475.900;5.687.794.337.706.920
405;Olmo;Ulmus minor;9;;2;;1.228.958.237.514.480;5.687.791.636.868.000
404;Olmo;Ulmus minor;15;;2;;1.228.952.543.908.230;5.687.792.900.738.260
406;Bagolaro;Celtis australis;5;3F;2;;12.289.577.394.372.500;5.687.789.061.397.520
407;Olmo;Ulmus minor;18;2F;1;;12.289.527.998.060.400;568.778.904.119.347
408;Farnia;Quercus robur;9;;2;;12.289.558.104.156.300;5.687.784.388.884.710
409;Ailanto;Ailanthus altissima;24;;1;;12.289.528.076.260.400;5.687.782.280.153.470
410;Gelso;morus;16;;1;;12.289.493.496.211.300;5.687.785.246.114.830
411;Olmo;Ulmus minor;10;;2;;1.228.949.782.460.530;5.687.781.262.893.760
412;Loto americano;Diospyros virginiana;11;;1;;12.289.452.989.434.200;5.687.780.058.861.130
413;Olmo;Ulmus minor;37;;1;;1.228.951.725.967.740;5.687.776.891.254.700
414;Acero campestre;Acer campestre;57;;1;;12.289.583.554.984.400;5.687.780.820.600.940
415;Ailanto;Ailanthus altissima;14;;3;Abbattimento;1.228.955.436.376.280;5.687.776.927.586.570
416;Acero;;16;;2;;1.228.943.649.585.770;5.687.776.542.086.120
417;sambuco;Sambucus nigra;15;;2;;12.289.433.516.216.600;5.687.769.154.976.330
418;Olmo;Ulmus minor;60;;1;;12.289.559.287.340.200;5.687.773.935.871.560
419;Acero americano;Acer negundo;8;;2;;1.228.947.658.291.270;568.776.916.476.659
420;Bagolaro;Celtis australis;63;;1;;12.289.543.915.354.500;56.877.669.993.483.100
421;Acero campestre;Acer campestre;49;;1;;12.289.494.235.492.900;5.687.765.816.848.010
422;Acero campestre;Acer campestre;20;;1;;12.289.498.152.376.300;5.687.762.107.155.600
423;Acero di monte;Acer pseudoplatanus;10;;2;;12.289.384.911.579.000;56.877.692.616.542.600
424;Sambuco;Sambucus nigra;12;4F;2;;12.289.338.557.927.000;5.687.762.963.867.910
426;Carpino bianco;Carpinus betulus;16;;1;;12.289.461.490.757.600;5.687.754.595.705.620
425;Acero campestre;Acer campestre;46;;1;;12.289.423.259.051.000;5.687.760.752.312.810
427;Carpino bianco;Carpinus betulus;13;;1;;12.289.411.355.397.400;5.687.753.012.426.670
429;Bagolaro;Celtis australis;9;;3;;12.289.332.424.754.000;5.687.755.565.722.820
428;Carpino bianco;Carpinus betulus;6;;3;;12.289.391.741.660.100;5.687.748.500.040.110
430;Acero campestre;Acer campestre;37;;1;;12.289.342.812.998.300;5.687.751.689.844.700
431;Olmo;Ulmus minor;33;;1;Abbattimento;12.289.366.447.625.000;5.687.744.002.104.190
432;Acero campestre;Acer campestre;21;;1;;1.228.930.399.983.970;56.877.443.035.882.100
433;Ailanto;Ailanthus altissima;5;;3;;12.289.268.271.320.800;5.687.740.687.633.330
434;Ailanto;Ailanthus altissima;11;;2;;12.289.264.278.594.100;5.687.736.135.497.460
435;Bagolaro;Celtis australis;33;;1;;1.228.921.119.523.920;5.687.734.132.003.060
436;Frassino;Fraxinus;43;;1;Abbattimento;12.289.242.282.751.400;5.687.730.631.177.030
437;Bagolaro;Celtis australis;9;;3;;12.289.222.049.165.400;5.687.726.476.799.810
438;Acero campestre;Acer campestre;21;;2;;12.289.189.505.534.500;568.772.983.875.431
439;Loto americano;Diospyros virginiana;5;2F;3;;1.228.912.801.751.750;5.687.725.504.206.120
440;Bagolaro;Celtis australis;6;;3;;12.289.193.680.981.200;5.687.721.059.978.940
441;/;/;4;;3;;12.289.207.969.370.000;568.771.574.847.846
442;Olmo;Ulmus minor;23;;1;Abbattimento;12.289.139.949.447.900;5.687.716.491.843.100
443;Acero campestre;Acer campestre;19;;1;;12.289.180.303.506.700;56.877.131.100.170.800
444;Olmo;Ulmus minor;28;;1;;1.228.918.625.144.530;56.877.085.326.016
445;Acero campestre;Acer campestre;30;;1;;12.289.124.145.185.100;5.687.707.027.476.040
446;Acero campestre;Acer campestre;19;;1;;1.228.907.607.689.510;5.687.705.533.799.790
447;Olmo;Ulmus minor;10;;2;;1.228.911.217.066.850;5.687.702.162.824.140
448;Olmo;Ulmus minor;7;2F;2;;12.289.082.724.684.500;5.687.698.103.178.960
449;Carpino bianco;Carpinus betulus;5;;3;;122.890.408.222.023;5.687.695.358.375.880
450;Olmo;Ulmus minor;6;;3;;12.289.001.167.978.800;5.687.695.886.983.660
451;Acero campestre;Acer campestre;14;;1;;12.288.991.531.149.300;5.687.691.491.800.160
452;Acero campestre;Acer campestre;19;;1;;12.288.996.722.958.400;5.687.683.922.329.730
453;Acero campestre;Acer campestre;18;;13;;12.288.969.165.310.400;5.687.681.711.310.300
454;Olmo;Ulmus minor;7;;1;;12.288.889.944.766.400;5.687.677.493.167.080
455;Olmo;Ulmus minor;27;;1;;12.288.914.533.884.500;5.687.673.581.199.570
457;Olmo;Ulmus minor;9;;2;;1.228.899.555.019.450;5.687.673.660.214.040
456;Olmo;Ulmus minor;22;;1;;1.228.884.757.422.790;568.767.289.613.078
458;Olmo;Ulmus minor;6;;3;;12.288.873.763.478.300;5.687.669.692.944.130
459;Bagolaro;Celtis australis;76;;1;;12.288.885.355.828.700;5.687.664.958.620.110
460;Olmo;Ulmus minor;9;;2;;12.288.841.529.312.100;56.876.602.227.233.200
461;Olmo;Ulmus minor;6;;3;;12.288.793.802.681.000;5.687.656.922.451.680
462;Acero campestre;Acer campestre;31;;1;;12.288.763.888.895.300;5.687.651.010.599.070
463;Olmo;Ulmus minor;27;;1;;12.288.722.042.876.200;5.687.654.111.037.310
469;Olmo;Ulmus minor;6;;3;;12.288.782.167.214.800;568.764.502.878.223
464;Olmo;Ulmus minor;25;;1;;1.228.869.266.923.040;5.687.650.336.357.330
465;Olmo;Ulmus minor;31;;1;;12.288.670.843.887.500;5.687.642.693.083.560
466;Olmo;Ulmus minor;32;;1;;12.288.642.854.387.000;5.687.638.772.317.080
467;Bagolaro;Celtis australis;8;;3;;12.288.633.469.835.800;5.687.635.374.510.660
468;Olmo;Ulmus minor;33;;1;;12.288.608.284.529.700;56.876.313.040.487.100
470;Olmo;Ulmus minor;4;;3;;12.288.768.661.969.400;5.687.637.847.431.070
471;Bagolaro;Celtis australis;6;;3;;1.228.856.835.844.750;5.687.625.132.528.160
472;Olmo;Ulmus minor;21;;2;;1.228.863.497.775.250;5.687.630.095.581.700
475;Olmo;Ulmus minor;66;;1;;1.228.867.612.381.240;5.687.629.848.337.770
474;Bagolaro;Celtis australis;5;;3;;12.288.622.321.063.600;5.687.624.995.258.710
473;Olmo;Ulmus minor;5;;3;;12.288.596.183.749.600;5.687.622.780.628.120
701;Olmo;Ulmus minor;20;;1;;12.288.510.421.608.800;5.687.620.788.953.620
702;Olmo;Ulmus minor;24;;1;;1.228.852.609.429.080;5.687.615.331.431.910
703;Frassino;Fraxinus;9;;3;;12.288.510.041.516.900;56.876.136.614.284.600
704;Carpino nero;Ostrya carpinifolia;20;;2;;1.228.849.100.460.480;5.687.611.428.736.810
705;Sambuco;Sambucus nigra;8;;3;;12.288.502.597.102.300;56.876.066.944.483.000
706;Olmo;Ulmus minor;28;;1;;1.228.850.304.508.750;5.687.602.843.928.370
707;Olmo;Ulmus minor;32;;1;;12.288.532.110.379.400;5.687.599.776.032.520
708;Olmo;Ulmus minor;29;;1;Abbattimento;12.288.475.055.783.200;5.687.598.923.176.620
709;Olmo;Ulmus minor;25;;1;;12.288.444.746.390.700;5.687.591.444.090.660
710;Tiglio;Tilia cordata;41;;1;;12.288.546.146.929.600;5.687.593.467.268.230
711;Olmo;Ulmus minor;17;;2;;12.288.408.668.788.600;5.687.589.254.748.180
712;Platano;Platanus;63;;1;;12.288.501.744.883.700;5.687.586.451.745.070
713;Bagolaro;Celtis australis;12;;2;;12.288.455.762.856.400;5.687.584.430.169.010
717;Bagolaro orientale;Celtis orientalis;35;;1;;1.228.858.195.729.480;5.687.579.503.619.950
714;Olmo;Ulmus minor;26;;1;;12.288.411.128.908.500;5.687.582.120.023.470
715;Olmo;Ulmus minor;23;;1;;1.228.838.389.572.880;5.687.581.191.308.770
716;Olmo;Ulmus minor;24;;1;;12.288.356.482.552.300;5.687.579.550.204.920
718;Bagolaro;Celtis australis;15;;2;;12.288.554.771.362.200;56.875.755.230.672.500
719;Bagolaro;Celtis australis;19;;2;;12.288.443.626.309.000;5.687.575.764.315.710
720;Olmo;Ulmus minor;36;;1;;12.288.359.806.723.600;5.687.575.834.950.090
721;Olmo;Ulmus minor;10;;2;;12.288.321.681.080.900;5.687.576.787.339.070
722;Sophora;Sophora japonica;9;;3;;12.288.328.025.386.400;5.687.573.777.249.500
724;Loto americano;Diospyros virginiana;19;;1;;12.288.517.020.329.100;5.687.570.698.704.850
723;Sambuco;Sambucus nigra;16;;2;;12.288.295.992.067.700;5.687.570.722.205.350
729;Sophora;Sophora japonica;11;;3;;1.228.833.066.556.890;5.687.567.354.924.480
730;Loto americano;Diospyros virginiana;31;;1;;12.288.406.324.731.100;5.687.568.730.740.450
731;Olmo;Ulmus minor;30;;1;;12.288.301.760.386.400;5.687.565.432.478.350
732;Loto americano;Diospyros virginiana;17;;2;;12.288.332.641.688.700;5.687.563.928.241.560
733;/;/;29;;2;;12.288.369.635.221.300;5.687.564.119.285
734;Olmo;Ulmus minor;21;;2;;12.288.477.079.973.700;5.687.566.747.914.780
735;Olmo;Ulmus minor;35;;1;;122.884.226.462.518;5.687.562.138.270.930
736;Bagolaro;Celtis australis;42;;1;;1.228.836.596.709.270;5.687.560.849.528.650
737;Olmo;Ulmus minor;43;;1;;12.288.426.657.899.100;56.875.584.745.058.700
738;Acero campestre;Acer campestre;29;;2;;1.228.834.046.719.560;5.687.561.832.109.820
348;Thuja;Thuja;21;;2;;12.289.957.843.388.700;56.878.273.633.292.600
346;/;/;44;;1;;12.289.919.690.926.500;5.687.821.218.025.690
370;Sophora;Sophora japonica;100;;1;;12.289.792.006.808.900;56.878.097.929.101.600
371;Carpino nero;Ostrya carpinifolia;44;;1;;12.289.883.579.286.600;5.687.811.531.266.200
373;Olmo;Ulmus minor;36;;1;;12.290.014.690.208.400;5.687.813.436.886.200
374;Carpino bianco;Carpinus betulus;31;;1;;12.290.119.293.635.600;5.687.813.253.300.100
375;Olmo;Ulmus minor;13;;1;;12.290.138.466.295.600;5.687.801.054.306.600
376;Olmo;Ulmus minor;13;;1;;12.290.220.590.068.900;5.687.799.081.850.590
377;Olmo;Ulmus minor;18;3F;1;;12.290.166.567.007.000;5.687.794.316.861.470
378;Bagolaro;Celtis australis;8;;2;;12.290.080.933.580.000;5.687.803.015.973.780
379;Olmo;Ulmus minor;6;;2;;12.290.229.720.709.300;5.687.793.464.354.620
380;Olmo;Ulmus minor;4;;2;;12.290.226.567.122.900;568.778.764.016.113
381;Olmo;Ulmus minor;9;;2;;12.290.238.184.906.500;5.687.781.414.736.170
382;Olmo;Ulmus minor;23;2F;1;;12.289.961.033.024.200;5.687.796.672.174.690
383;Olmo;Ulmus minor;17;2F;1;;12.290.056.866.238.700;5.687.784.760.842.940
384;Bagolaro;Celtis australis;4;;3;;12.289.993.679.335.700;5.687.791.871.791.740
385;Bagolaro;Celtis australis;16;2F;2;;12.290.128.558.872.000;5.687.778.696.331.880
386;Bagolaro;Celtis australis;12;;2;;12.290.234.259.949.000;5.687.770.742.758.350
387;Olmo;Ulmus minor;13;;1;;12.290.184.875.555.400;5.687.768.141.942.770
388;Tiglio;Tilia cordata;43;;1;;12.290.134.351.004.600;56.877.704.239.546.800
389;Carpino bianco;Carpinus betulus;20;;1;;1.228.977.753.394.790;5.687.806.299.302.740
390;Carpino bianco;Carpinus betulus;55;;1;;1.228.973.600.511.450;5.687.803.738.882.760
391;Carpino bianco;Carpinus betulus;22;;1;;12.289.752.306.255.900;5.687.799.493.131.390
393;Acero di monte;Acer pseudoplatanus;24;;1;;12.289.753.338.528.300;5.687.795.491.329.660
394;Olmo;Ulmus minor;7;;2;;12.289.807.352.893.800;5.687.790.841.964.980
392;Acero di monte;Acer pseudoplatanus;10;;2;;1.228.982.733.329.470;5.687.801.147.944.490
395;Acero campestre;Acer campestre;53;;1;;12.289.746.910.238.200;5.687.790.278.003.800
396;Acero campestre;Acer campestre;37;;1;;12.289.733.461.864.400;5.687.785.595.262.100
397;Frassino;Fraxinus;21;;2;;12.289.718.888.491.000;5.687.780.505.214.940
398;Carpino bianco;Carpinus betulus;34;;1;;1.228.972.801.405.890;5.687.776.175.195.000
401;Gelso;morus;11;3F;2;;12.289.798.411.277.200;5.687.775.688.393.120
400;Acero campestre;Acer campestre;37;;1;;1.228.979.732.720.450;568.777.948.523.253
399;Acero campestre;Acer campestre;37;;1;;12.289.781.207.489.300;5.687.784.448.313.020
477;Carpino bianco;Carpinus betulus;51;;1;Abbattimento;12.289.663.667.362.600;5.687.776.338.964.270
476;Ailanto;Ailanthus altissima;6;2F;2;;1.228.970.885.201.180;5.687.773.147.684.710
478;Acero campestre;Acer campestre;31;;1;;12.289.707.841.552.700;5.687.769.151.093.690
479;Carpino bianco;Carpinus betulus;37;;1;;12.289.667.711.984;5.687.772.124.420.950
480;Carpino bianco;Carpinus betulus;46;;1;;1.228.965.373.456.830;5.687.769.391.343.380
481;Acero campestre;Acer campestre;11;;2;;12.289.700.936.027.600;5.687.766.092.391.200
482;Acero campestre;Acer campestre;7;;2;;12.289.666.027.917.200;5.687.765.463.437.500
483;Tiglio;Tilia cordata;51;;1;;12.289.673.421.653.000;56.877.623.683.433.700
484;Carpino bianco;Carpinus betulus;6;;3;;12.289.624.292.040.400;5.687.762.083.210.540
485;Acero campestre;Acer campestre;21;;1;;12.289.632.810.795.900;5.687.759.395.424.640
487;Loto americano;Diospyros virginiana;31;;1;;12.289.657.852.889.200;5.687.757.383.384.050
486;Carpino bianco;Carpinus betulus;4;;3;;12.289.584.417.589.300;56.877.579.804.481.900
488;Acero di monte;Acer pseudoplatanus;23;;1;;12.289.632.484.940.300;5.687.754.064.045.460
491;Carpino bianco;Carpinus betulus;9;;2;;1.228.956.821.612.150;568.775.453.523.658
489;/;/;5;;2;;12.289.607.298.365.800;56.877.514.620.426.100
490;Acero campestre;Acer campestre;15;;1;;12.289.589.261.417.400;5.687.748.841.844.180
496;Carpino bianco;Carpinus betulus;15;;1;;12.289.524.515.306.500;5.687.751.467.636.960
492;/;/;13;;1;;12.289.583.506.860.700;5.687.746.292.930.220
493;/;/;4;;2;;12.289.564.344.927.800;5.687.743.265.426.550
494;Carpino bianco;Carpinus betulus;8;;2;;12.289.547.381.195.400;5.687.740.847.582.950
497;Carpino bianco;Carpinus betulus;14;;1;;12.289.462.944.081.700;5.687.742.395.515.510
495;/;/;18;;1;;122.895.133.391.242;56.877.396.011.673.400
499;Carpino bianco;Carpinus betulus;11;;2;;1.228.939.015.274.010;5.687.737.453.640.590
498;Carpino bianco;Carpinus betulus;26;;1;;1.228.946.570.835.170;5.687.737.158.824.690
500;Carpino nero;Ostrya carpinifolia;13;;1;;12.289.342.895.762.000;5.687.732.446.785.510
502;Bagolaro;Celtis australis;34;;1;;12.289.416.874.893.300;5.687.734.001.745.220
501;Carpino nero;Ostrya carpinifolia;7;;3;;12.289.351.259.147.000;568.772.914.415.352
504;Acero campestre;Acer campestre;8;;1;;1.228.939.538.534.120;5.687.729.852.201.430
503;Carpino bianco;Carpinus betulus;18;;2;;12.289.319.400.504.800;5.687.724.405.743.730
505;Acero campestre;Acer campestre;29;;1;;1.228.937.455.450.790;5.687.724.265.393.230
506;Carpino bianco;Carpinus betulus;13;;2;;1.228.930.945.694.350;5.687.721.457.326.230
507;Acero campestre;Acer campestre;32;;1;;1.228.937.584.599.960;568.772.128.838.625
509;Carpino bianco;Carpinus betulus;19;;1;;12.289.278.153.449.100;56.877.148.717.502.300
508;Acero campestre;Acer campestre;6;;3;;12.289.342.022.348.600;5.687.716.862.607.850
510;Carpino bianco;Carpinus betulus;28;;1;;1.228.933.166.431.550;56.877.122.745.761.600
512;Carpino bianco;Carpinus betulus;15;;1;;12.289.250.483.987.300;5.687.710.532.853.360
511;Carpino bianco;Carpinus betulus;6;;2;;12.289.299.198.843.900;568.770.917.838.944
513;Carpino bianco;Carpinus betulus;51;;1;Abbattimento;12.289.242.905.172.600;5.687.704.809.791.140
514;Carpino bianco;Carpinus betulus;29;;1;;12.289.285.854.449.800;5.687.704.905.585.980
515;Acero di monte;Acer pseudoplatanus;3;;3;;12.289.291.309.153.500;5.687.702.225.617.220
516;Acero di monte;Acer pseudoplatanus;8;;2;;1.228.925.157.941.720;5.687.702.736.881.320
517;Bagolaro;Celtis australis;82;;1;;12.289.231.733.067.200;5.687.701.044.170.530
518;/;/;7;;2;;12.289.248.900.221.000;5.687.696.181.022.300
519;Gelso;Morus alba;20;;1;;12.289.243.145.797.800;5.687.693.632.120.670
520;Sambuco;Sambucus nigra;8;2F;2;;12.289.215.554.129.500;5.687.689.600.659.980
521;Bagolaro;Celtis australis;51;;1;;1.228.917.256.786.290;5.687.693.401.541.900
524;Carpino bianco;Carpinus betulus;7;;3;;12.289.133.404.467.500;5.687.688.066.480.930
522;Bagolaro;Celtis australis;8;;2;;12.289.177.748.824.400;5.687.685.595.188.910
523;Loto americano;Diospyros virginiana;7;;2;;12.289.140.291.463.200;5.687.678.922.751.470
527;Carpino bianco;Carpinus betulus;9;;3;;12.289.055.929.085.000;5.687.672.677.286.220
526;Loto americano;Diospyros virginiana;9;;2;;12.289.080.079.216.900;5.687.671.180.257.920
525;Acero campestre;Acer campestre;9;;2;;12.289.110.616.542.700;5.687.670.692.392.230
528;Frassino;Fraxinus;95;;1;;12.289.021.147.451.500;568.766.445.992.328
529;Bagolaro;Celtis australis;7;;3;;12.288.950.529.212.800;5.687.660.025.232.930
530;Carpino nero;Ostrya carpinifolia;43;;1;;1.228.899.484.758.870;5.687.657.451.482.680
531;Loto americano;Diospyros virginiana;15;;1;;1.228.892.165.742.250;5.687.654.971.621.990
533;Loto americano;Diospyros virginiana;3;3F;2;;12.288.905.793.093.400;5.687.652.858.616.590
532;Loto americano;Diospyros virginiana;7;;2;;12.288.952.801.669.900;5.687.652.841.558.010
534;Bagolaro;Celtis australis;7;;2;;1.228.893.555.337.940;5.687.649.296.497.140
535;Loto americano;Diospyros virginiana;10;;1;;12.288.902.248.207.100;5.687.646.920.242.490
536;Loto americano;Diospyros virginiana;21;;1;;12.288.866.859.836.800;5.687.640.345.099.340
537;Olmo;Ulmus minor;5;;3;;12.288.818.041.684.100;5.687.641.289.626.980
539;Carpino bianco;Carpinus betulus;63;;1;;12.288.758.744.555.400;5.687.625.033.910.860
538;Loto americano;Diospyros virginiana;8;;1;;12.288.813.875.306.300;56.876.328.918.555.800
725;Acero di monte;Acer pseudoplatanus;10;;2;;12.288.715.145.095.500;5.687.614.275.490.810
728;Spino di Giuda;Gleditsia triacanthos;47;;1;;12.288.625.496.511.200;56.875.944.514.268.700
727;Acero di monte;Acer pseudoplatanus;13;;3;;12.288.619.016.296.600;5.687.601.907.516.710
550;Olmo;Ulmus minor;16;;1;;12.289.750.885.571.000;5.687.770.758.842.000
546;Loto americano;Diospyros virginiana;47;;1;;12.289.782.302.057.200;5.687.771.487.550.780
547;Bagolaro orientale;Celtis orientalis;8;;3;;12.289.787.367.180.800;56.877.696.046.107.400
551;Bagolaro;Celtis australis;7;;3;;12.289.819.974.658.200;56.877.690.667.407.800
545;Acero di monte;Acer pseudoplatanus;29;;1;;12.289.832.204.678.400;5.687.771.613.246.310
542;Loto americano;Diospyros virginiana;9;;2;;1.228.983.430.241.010;5.687.773.932.832.470
541;Acero campestre;Acer campestre;30;;1;;1.228.983.709.513.060;5.687.777.008.778.460
548;Bagolaro orientale;Celtis orientalis;5;;2;;1.228.973.687.713.040;5.687.767.155.483.540
549;Bagolaro orientale;Celtis orientalis;5;;3;;12.289.757.663.264.500;5.687.765.687.408.450
556;Bagolaro orientale;Celtis orientalis;6;;3;;12.289.739.826.411.600;5.687.764.873.595.310
555;Bagolaro orientale;Celtis orientalis;/;;3;;12.289.778.538.786.400;5.687.764.572.898.270
553;Bagolaro orientale;Celtis orientalis;/;;3;;1.228.981.246.494.770;5.687.763.273.545.480
552;Bagolaro orientale;Celtis orientalis;13;;2;;12.289.812.211.585.200;5.687.766.256.157.270
557;Bagolaro orientale;Celtis orientalis;/;;3;;1.228.971.684.041.410;568.776.361.801.087
558;Bagolaro;Celtis australis;8;;1;;12.289.753.462.475.600;5.687.763.019.384.250
554;Acero di monte;Acer pseudoplatanus;34;;1;;12.289.792.371.765.400;5.687.761.505.182.350
559;Loto americano;Diospyros virginiana;/;;3;;12.289.791.797.082.600;5.687.759.232.264.600
560;/;/;/;;3;;12.289.780.829.346.700;5.687.757.693.384.640
561;Acero di monte;Acer pseudoplatanus;15;;2;;12.289.787.430.268.000;5.687.755.907.622.100
562;Loto americano;Diospyros virginiana;18;;1;;12.289.760.099.686.800;56.877.573.923.530.800
563;Tiglio;Tilia cordata;36;;1;;12.289.719.457.671.000;5.687.760.022.882.110
564;Loto americano;Diospyros virginiana;14;;1;;12.289.729.390.998.800;5.687.757.470.511.520
565;Acero campestre;Acer campestre;/;;3;;12.289.750.966.855.900;5.687.755.141.218.270
566;Bagolaro;Celtis australis;/;;3;;1.228.973.734.155.320;56.877.530.531.431.800
568;Bagolaro orientale;Celtis orientalis;6;;3;;12.289.714.656.693.100;5.687.754.980.924.040
567;Spino di Giuda;Gleditsia triacanthos;14;;2;;12.289.726.450.456.300;5.687.751.817.318.980
569;Sophora;Sophora japonica;16;;2;;12.289.705.051.378.000;5.687.750.860.947.530
578;Tiglio;Tilia cordata;66;;1;;12.289.699.725.459.300;5.687.753.704.840.140
570;Bagolaro orientale;Celtis orientalis;4;;3;;12.289.732.949.221.600;5.687.749.627.484.170
571;Bagolaro;Celtis australis;10;;2;;12.289.767.902.347.600;5.687.750.397.732.220
572;Acero di monte;Acer pseudoplatanus;30;;1;;12.289.744.494.959.700;5.687.747.475.346.260
581;Loto americano;Diospyros virginiana;32;;1;;12.289.668.352.742.100;5.687.751.156.515.820
573;Bagolaro orientale;Celtis orientalis;11;;3;;1.228.973.638.175.470;5.687.745.272.160.370
575;Bagolaro;Celtis australis;4;;3;;12.289.713.403.197.800;56.877.460.382.277.000
582;Loto americano;Diospyros virginiana;/;;3;;12.289.657.786.298.400;5.687.749.212.280.590
